hour,flow_mean_avg,flow_mean_std,flow_mean_min,flow_mean_max,flow_var_avg,occupancy_avg,occupancy_std,occupancy_p50,occupancy_p90,n_frames_lit,dark_fraction,file_count,frac_idle,frac_active,frac_drinking,frac_feeding,frac_preening,frac_perching,frac_wing_flapping
2025-08-09 20:00:00,,,,,,,,,,,1.0,3,,,,,,,
2025-08-09 21:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-08-09 22:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-08-09 23:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-08-10 00:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-08-10 01:00:00,,,,,,,,,,,1.0,3,,,,,,,
2025-08-10 02:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-08-10 03:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-08-10 04:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-08-10 05:00:00,,,,,,,,,,,1.0,2,,,,,,,
2025-08-10 06:00:00,,,,,,,,,,,1.0,3,,,,,,,
2025-08-10 07:00:00,0.40594150420982494,0.14103094264067026,0.17398211359977722,1.9489954710006714,2.0081579088898165,0.06747436466822368,0.0220138202504945,0.06463541666666667,0.09686197916666667,1677.0,0.0667779632721202,2,,,,,,,
2025-08-10 08:00:00,0.32792001369351736,0.1648761540205869,0.11339297145605087,1.1430230140686035,1.520784812727005,0.05019454685277932,0.028968734391745587,0.04236979166666666,0.09289322916666667,1797.0,0.0,2,,,,,,,
2025-08-10 09:00:00,0.2815722166107108,0.18956094618216615,0.10302510857582092,2.2811083793640137,1.2958393586000339,0.04017061615037408,0.02798656810083387,0.035490451388888886,0.06888194444444444,1797.0,0.0,2,,,,,,,
2025-08-10 10:00:00,0.23445242673623012,0.0872605330801574,0.10345979779958725,0.7314625382423401,0.8341631380064775,0.0321550022607123,0.01526574568644626,0.03027777777777778,0.05275607638888889,1797.0,0.0,2,,,,,,,
2025-08-10 11:00:00,0.3448651224847264,0.23320305895242982,0.10208999365568161,3.8069746494293213,1.8437507195407907,0.05153342445246358,0.031064653975069554,0.04484375,0.08956597222222222,2113.0,0.0,4,,,,,,,
2025-08-10 12:00:00,0.2809532066794198,0.14688797762100855,0.09173616021871567,3.685565948486328,1.190162782015613,0.038922458130505336,0.02094728198499977,0.036171875,0.06492968749999999,3595.0,0.0,4,,,,,,,
2025-08-10 13:00:00,0.3017300463006373,0.2333537740112167,0.11447297781705856,2.993804454803467,1.4059689806802245,0.04268099465544426,0.029639700102927307,0.03567925347222222,0.0721506076388889,3594.0,0.0,4,,,,,,,
2025-08-10 14:00:00,0.3401812055668004,0.15122092111324584,0.10623828321695328,1.657077670097351,1.5939756288360567,0.051227912164564404,0.022394552796639846,0.047979600694444444,0.08066579861111113,3594.0,0.0,4,,,,,,,
2025-08-10 15:00:00,0.33647930016352456,0.1816010822039518,0.10257451236248016,2.4281227588653564,1.5348850460572745,0.050654452057441415,0.02744042878537551,0.04774739583333333,0.08349565972222223,3594.0,0.0,4,,,,,,,
2025-08-10 16:00:00,0.36874218934961855,0.1251382937227692,0.12246532738208771,1.400735855102539,1.5614051033602496,0.06126922381869067,0.02135246115566329,0.0599609375,0.08868402777777779,3593.0,0.0,6,,,,,,,
2025-08-10 17:00:00,0.439950618781942,0.15671579219601806,0.21245552599430084,1.4239557981491089,1.8882012200482348,0.07941517065602838,0.022594087515136897,0.0753515625,0.10748090277777778,235.0,0.9346677787044759,4,,,,,,,
2025-08-10 18:00:00,,,,,,,,,,,1.0,4,,,,,,,
2025-08-10 19:00:00,,,,,,,,,,,1.0,4,,,,,,,
2025-08-10 20:00:00,,,,,,,,,,,1.0,4,,,,,,,
2025-08-10 21:00:00,,,,,,,,,,,1.0,5,,,,,,,
